name,image,price,short_description,stock,sku,categories,tags,description,additional_information,related_products
Weepinbell,https://scrapeme.live/wp-content/uploads/2018/08/070.png,26.0,"Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground.",46 in stock,SKU: 5253,"Flycatcher,Pokemon","Chlorophyll,Flycatcher,weepinbell","Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground.","[{'info': 'Weight', 'value': '14.1 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Fearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/022-350x350.png', 'price': '£ 95.00', 'url': 'https://scrapeme.live/shop/Fearow/'}, {'name': 'Ivysaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/002-350x350.png', 'price': '£ 87.00', 'url': 'https://scrapeme.live/shop/Ivysaur/'}, {'name': 'Blastoise', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/009-350x350.png', 'price': '£ 76.00', 'url': 'https://scrapeme.live/shop/Blastoise/'}]"
Victreebel,https://scrapeme.live/wp-content/uploads/2018/08/071.png,68.0,"Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole.",119 in stock,SKU: 2187,"Flycatcher,Pokemon","Chlorophyll,Flycatcher,victreebel","Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole.","[{'info': 'Weight', 'value': '34.2 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Ivysaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/002-350x350.png', 'price': '£ 87.00', 'url': 'https://scrapeme.live/shop/Ivysaur/'}, {'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}]"
Bellsprout,https://scrapeme.live/wp-content/uploads/2018/08/069.png,74.0,"Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.",257 in stock,SKU: 7454,"Flower,Pokemon","bellsprout,Chlorophyll,Flower","Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron.","[{'info': 'Weight', 'value': '8.8 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}, {'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}, {'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}]"
Machamp,https://scrapeme.live/wp-content/uploads/2018/08/068.png,121.0,"Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.",242 in stock,SKU: 2857,"Pokemon,Superpower","Guts,machamp,Superpower","Machamp is known as the Pokémon that has mastered every kind of martial arts. If it grabs hold of the foe with its four arms, the battle is all but over. The hapless foe is thrown far over the horizon.","[{'info': 'Weight', 'value': '286.6 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}, {'name': 'Pidgey', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/016-350x350.png', 'price': '£ 159.00', 'url': 'https://scrapeme.live/shop/Pidgey/'}]"
Machoke,https://scrapeme.live/wp-content/uploads/2018/08/067.png,27.0,"Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train.",10 in stock,SKU: 9503,"Pokemon,Superpower","Guts,machoke,Superpower","Machoke undertakes bodybuilding every day even as it helps people with tough, physically demanding labor. On its days off, this Pokémon heads to the fields and mountains to exercise and train.","[{'info': 'Weight', 'value': '155.4 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Beedrill', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/015-350x350.png', 'price': '£ 168.00', 'url': 'https://scrapeme.live/shop/Beedrill/'}, {'name': 'Charmander', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/004-350x350.png', 'price': '£ 48.00', 'url': 'https://scrapeme.live/shop/Charmander/'}, {'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}]"
Gastly,https://scrapeme.live/wp-content/uploads/2018/08/092.png,179.0,"Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind.",151 in stock,SKU: 6873,"Gas,Pokemon","Gas,gastly,Levitate","Gastly is largely composed of gaseous matter. When exposed to a strong wind, the gaseous body quickly dwindles away. Groups of this Pokémon cluster under the eaves of houses to escape the ravages of wind.","[{'info': 'Weight', 'value': '0.2 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Pidgeotto', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/017-350x350.png', 'price': '£ 84.00', 'url': 'https://scrapeme.live/shop/Pidgeotto/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}]"
Cloyster,https://scrapeme.live/wp-content/uploads/2018/08/091.png,199.0,"Cloyster is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear. This Pokémon shoots spikes from its shell using the same system.",39 in stock,SKU: 5736,"Bivalve,Pokemon","Bivalve,cloyster,Shell Armor","Cloyster is capable of swimming in the sea. It does so by swallowing water, then jetting it out toward the rear. This Pokémon shoots spikes from its shell using the same system.","[{'info': 'Weight', 'value': '292.1 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}, {'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Butterfree', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/012-350x350.png', 'price': '£ 162.00', 'url': 'https://scrapeme.live/shop/Butterfree/'}]"
Hypno,https://scrapeme.live/wp-content/uploads/2018/08/097.png,198.0,"Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokémon searches for prey, it polishes the pendulum.",222 in stock,SKU: 2634,"Hypnosis,Pokemon","hypno,Hypnosis,Insomnia","Hypno holds a pendulum in its hand. The arcing movement and glitter of the pendulum lull the foe into a deep state of hypnosis. While this Pokémon searches for prey, it polishes the pendulum.","[{'info': 'Weight', 'value': '166.7 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}, {'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}, {'name': 'Charizard', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/006-350x350.png', 'price': '£ 156.00', 'url': 'https://scrapeme.live/shop/Charizard/'}]"
Onix,https://scrapeme.live/wp-content/uploads/2018/08/095.png,37.0,"Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother.",286 in stock,SKU: 2221,"Pokemon,Rock Snake","onix,Rock Head,Rock Snake","Onix has a magnet in its brain. It acts as a compass so that this Pokémon does not lose direction while it is tunneling. As it grows older, its body becomes increasingly rounder and smoother.","[{'info': 'Weight', 'value': '463 kg'}, {'info': 'Dimensions', 'value': '28 x 28 x 28 cm'}]","[{'name': 'Charmander', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/004-350x350.png', 'price': '£ 48.00', 'url': 'https://scrapeme.live/shop/Charmander/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}]"
Krabby,https://scrapeme.live/wp-content/uploads/2018/08/098.png,64.0,"Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.",147 in stock,SKU: 2333,"Pokemon,River Crab","krabby,River Crab,Shell Armor","Krabby live on beaches, burrowed inside holes dug into the sand. On sandy beaches with little in the way of food, these Pokémon can be seen squabbling with each other over territory.","[{'info': 'Weight', 'value': '14.3 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}, {'name': 'Kakuna', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/014-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Kakuna/'}, {'name': 'Beedrill', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/015-350x350.png', 'price': '£ 168.00', 'url': 'https://scrapeme.live/shop/Beedrill/'}]"
Drowzee,https://scrapeme.live/wp-content/uploads/2018/08/096.png,40.0,"If your nose becomes itchy while you are sleeping, it’s a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.",253 in stock,SKU: 9437,"Hypnosis,Pokemon","drowzee,Hypnosis,Insomnia","If your nose becomes itchy while you are sleeping, it’s a sure sign that one of these Pokémon is standing above your pillow and trying to eat your dream through your nostrils.","[{'info': 'Weight', 'value': '71.4 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}, {'name': 'Charmander', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/004-350x350.png', 'price': '£ 48.00', 'url': 'https://scrapeme.live/shop/Charmander/'}, {'name': 'Ivysaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/002-350x350.png', 'price': '£ 87.00', 'url': 'https://scrapeme.live/shop/Ivysaur/'}]"
Gengar,https://scrapeme.live/wp-content/uploads/2018/08/094.png,149.0,"Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a Gengar running past you, pretending to be your shadow.",159 in stock,SKU: 6267,"Pokemon,Shadow","gengar,Levitate,Shadow","Sometimes, on a dark night, your shadow thrown by a streetlight will suddenly and startlingly overtake you. It is actually a Gengar running past you, pretending to be your shadow.","[{'info': 'Weight', 'value': '89.3 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Ekans', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/023-350x350.png', 'price': '£ 55.00', 'url': 'https://scrapeme.live/shop/Ekans/'}, {'name': 'Ivysaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/002-350x350.png', 'price': '£ 87.00', 'url': 'https://scrapeme.live/shop/Ivysaur/'}, {'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}]"
Haunter,https://scrapeme.live/wp-content/uploads/2018/08/093.png,42.0,"Haunter is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it. This Pokémon will try to lick you with its tongue and steal your life away.",181 in stock,SKU: 7532,"Gas,Pokemon","Gas,haunter,Levitate","Haunter is a dangerous Pokémon. If one beckons you while floating in darkness, you must never approach it. This Pokémon will try to lick you with its tongue and steal your life away.","[{'info': 'Weight', 'value': '0.2 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Beedrill', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/015-350x350.png', 'price': '£ 168.00', 'url': 'https://scrapeme.live/shop/Beedrill/'}, {'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}, {'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}]"
Shellder,https://scrapeme.live/wp-content/uploads/2018/08/090.png,138.0,"At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, Shellder closes its shell, but leaves its tongue hanging out.",23 in stock,SKU: 4653,"Bivalve,Pokemon","Bivalve,Shell Armor,shellder","At night, this Pokémon uses its broad tongue to burrow a hole in the seafloor sand and then sleep in it. While it is sleeping, Shellder closes its shell, but leaves its tongue hanging out.","[{'info': 'Weight', 'value': '8.8 kg'}, {'info': 'Dimensions', 'value': '1 x 1 x 1 cm'}]","[{'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Ivysaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/002-350x350.png', 'price': '£ 87.00', 'url': 'https://scrapeme.live/shop/Ivysaur/'}, {'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}]"
Muk,https://scrapeme.live/wp-content/uploads/2018/08/089.png,187.0,"This Pokémon’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, Muk are certain to gather.",220 in stock,SKU: 9514,"Pokemon,Sludge","muk,Sludge,Stench","This Pokémon’s favorite food is anything that is repugnantly filthy. In dirty towns where people think nothing of throwing away litter on the streets, Muk are certain to gather.","[{'info': 'Weight', 'value': '66.1 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}, {'name': 'Butterfree', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/012-350x350.png', 'price': '£ 162.00', 'url': 'https://scrapeme.live/shop/Butterfree/'}]"
Grimer,https://scrapeme.live/wp-content/uploads/2018/08/088.png,147.0,Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.,201 in stock,SKU: 3031,"Pokemon,Sludge","grimer,Sludge,Stench",Grimer emerged from the sludge that settled on a polluted seabed. This Pokémon loves anything filthy. It constantly leaks a horribly germ-infested fluid from all over its body.,"[{'info': 'Weight', 'value': '66.1 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Arbok', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/024-350x350.png', 'price': '£ 182.00', 'url': 'https://scrapeme.live/shop/Arbok/'}, {'name': 'Fearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/022-350x350.png', 'price': '£ 95.00', 'url': 'https://scrapeme.live/shop/Fearow/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}]"
Dewgong,https://scrapeme.live/wp-content/uploads/2018/08/087.png,70.0,Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.,62 in stock,SKU: 9375,"Pokemon,Sea Lion","dewgong,Sea Lion,Thick Fat",Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.,"[{'info': 'Weight', 'value': '264.6 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}, {'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}, {'name': 'Venusaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/003-350x350.png', 'price': '£ 105.00', 'url': 'https://scrapeme.live/shop/Venusaur/'}]"
Seel,https://scrapeme.live/wp-content/uploads/2018/08/086.png,164.0,"Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.",250 in stock,SKU: 2302,"Pokemon,Sea Lion","Sea Lion,seel,Thick Fat","Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head.","[{'info': 'Weight', 'value': '198.4 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}, {'name': 'Venusaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/003-350x350.png', 'price': '£ 105.00', 'url': 'https://scrapeme.live/shop/Venusaur/'}, {'name': 'Ivysaur', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/002-350x350.png', 'price': '£ 87.00', 'url': 'https://scrapeme.live/shop/Ivysaur/'}]"
Dodrio,https://scrapeme.live/wp-content/uploads/2018/08/085.png,138.0,"Apparently, the heads aren’t the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest.",118 in stock,SKU: 4038,"Pokemon,Triple Bird","dodrio,Run Away,Triple Bird","Apparently, the heads aren’t the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest.","[{'info': 'Weight', 'value': '187.8 kg'}, {'info': 'Dimensions', 'value': '5 x 5 x 5 cm'}]","[{'name': 'Pidgey', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/016-350x350.png', 'price': '£ 159.00', 'url': 'https://scrapeme.live/shop/Pidgey/'}, {'name': 'Charmander', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/004-350x350.png', 'price': '£ 48.00', 'url': 'https://scrapeme.live/shop/Charmander/'}, {'name': 'Weedle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/013-350x350.png', 'price': '£ 25.00', 'url': 'https://scrapeme.live/shop/Weedle/'}]"
Doduo,https://scrapeme.live/wp-content/uploads/2018/08/084.png,73.0,"Doduo’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokémon possessing different sets of brains.",227 in stock,SKU: 8303,"Pokemon,Twin Bird","doduo,Run Away,Twin Bird","Doduo’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokémon possessing different sets of brains.","[{'info': 'Weight', 'value': '86.4 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Butterfree', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/012-350x350.png', 'price': '£ 162.00', 'url': 'https://scrapeme.live/shop/Butterfree/'}, {'name': 'Pidgey', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/016-350x350.png', 'price': '£ 159.00', 'url': 'https://scrapeme.live/shop/Pidgey/'}, {'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}]"
Farfetchd,https://scrapeme.live/wp-content/uploads/2018/08/083.png,185.0,"Farfetch’d is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks.",158 in stock,SKU: 3808,"Pokemon,Wild Duck","farfetchd,Keen Eye,Wild Duck","Farfetch’d is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks.","[{'info': 'Weight', 'value': '33.1 kg'}, {'info': 'Dimensions', 'value': '2 x 2 x 2 cm'}]","[{'name': 'Metapod', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/011-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Metapod/'}, {'name': 'Pidgeot', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/018-350x350.png', 'price': '£ 185.00', 'url': 'https://scrapeme.live/shop/Pidgeot/'}, {'name': 'Squirtle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/007-350x350.png', 'price': '£ 130.00', 'url': 'https://scrapeme.live/shop/Squirtle/'}]"
Hitmonchan,https://scrapeme.live/wp-content/uploads/2018/08/107.png,91.0,Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity.,163 in stock,SKU: 3499,"Pokemon,Punching","hitmonchan,Keen Eye,Punching",Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity.,"[{'info': 'Weight', 'value': '110.7 kg'}, {'info': 'Dimensions', 'value': '4 x 4 x 4 cm'}]","[{'name': 'Beedrill', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/015-350x350.png', 'price': '£ 168.00', 'url': 'https://scrapeme.live/shop/Beedrill/'}, {'name': 'Pidgey', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/016-350x350.png', 'price': '£ 159.00', 'url': 'https://scrapeme.live/shop/Pidgey/'}, {'name': 'Raticate', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/020-350x350.png', 'price': '£ 60.00', 'url': 'https://scrapeme.live/shop/Raticate/'}]"
Rhydon,https://scrapeme.live/wp-content/uploads/2018/08/112.png,27.0,"Rhydon has a horn that serves as a drill. It is used for destroying rocks and boulders. This Pokémon occasionally rams into streams of magma, but the armor-like hide prevents it from feeling the heat.",73 in stock,SKU: 4900,"Drill,Pokemon","Drill,rhydon,Rock Head","Rhydon has a horn that serves as a drill. It is used for destroying rocks and boulders. This Pokémon occasionally rams into streams of magma, but the armor-like hide prevents it from feeling the heat.","[{'info': 'Weight', 'value': '264.6 kg'}, {'info': 'Dimensions', 'value': '6 x 6 x 6 cm'}]","[{'name': 'Beedrill', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/015-350x350.png', 'price': '£ 168.00', 'url': 'https://scrapeme.live/shop/Beedrill/'}, {'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}, {'name': 'Wartortle', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/008-350x350.png', 'price': '£ 123.00', 'url': 'https://scrapeme.live/shop/Wartortle/'}]"
Tangela,https://scrapeme.live/wp-content/uploads/2018/08/114.png,64.0,"Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.",91 in stock,SKU: 3530,"Pokemon,Vine","Chlorophyll,tangela,Vine","Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.","[{'info': 'Weight', 'value': '77.2 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Charmeleon', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/005-350x350.png', 'price': '£ 165.00', 'url': 'https://scrapeme.live/shop/Charmeleon/'}, {'name': 'Caterpie', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/010-350x350.png', 'price': '£ 73.00', 'url': 'https://scrapeme.live/shop/Caterpie/'}, {'name': 'Rattata', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/019-350x350.png', 'price': '£ 128.00', 'url': 'https://scrapeme.live/shop/Rattata/'}]"
Chansey,https://scrapeme.live/wp-content/uploads/2018/08/113.png,176.0,"Chansey lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite.",151 in stock,SKU: 8548,"Egg,Pokemon","chansey,Egg,Natural Cure","Chansey lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite.","[{'info': 'Weight', 'value': '76.3 kg'}, {'info': 'Dimensions', 'value': '3 x 3 x 3 cm'}]","[{'name': 'Spearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/021-350x350.png', 'price': '£ 133.00', 'url': 'https://scrapeme.live/shop/Spearow/'}, {'name': 'Fearow', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/022-350x350.png', 'price': '£ 95.00', 'url': 'https://scrapeme.live/shop/Fearow/'}, {'name': 'Kakuna', 'image': 'https://scrapeme.live/wp-content/uploads/2018/08/014-350x350.png', 'price': '£ 148.00', 'url': 'https://scrapeme.live/shop/Kakuna/'}]"
